forecast;parameter;TT;Td;Tx;Tn;Tm;Tg;dd;ff;fx;fx3;RR1;RR3;RR12;RR24;ww;ww3;N;Nf;PPPP;SS1;SS3;SS24
today 00 UTC;unit;°C;°C;°C;°C;°C;°C;°;km/h;km/h;km/h;mm;mm;mm;mm;WW Code;WW Code;1/8;1/8;hPa;h;h;h
29.05.25;00:00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
03.06.25;03:00;12.7;11.4;---;---;17.4;11.3;67;3.7;9.3;13.0;0.0;0.0;0.0;0.0;3;3;7;6;1014.5;0.0;0.0;5.8
03.06.25;04:00;13.1;11.4;---;---;17.4;12.1;47;3.7;11.1;13.0;0.0;0.0;0.0;0.0;3;3;7;6;1014.3;0.1;0.1;5.8
03.06.25;05:00;14.1;11.7;---;---;17.3;14.1;60;5.5;11.1;13.0;0.0;0.0;0.0;0.0;3;3;7;6;1014.3;0.2;0.3;5.8
03.06.25;06:00;15.3;12.1;20.0;11.7;17.3;16.7;77;5.5;13.0;14.8;0.0;0.0;0.0;0.0;3;3;7;6;1013.5;0.3;0.6;5.7
03.06.25;07:00;16.5;12.4;---;---;17.2;18.9;96;7.4;14.8;16.7;0.0;0.0;0.0;0.0;3;3;7;6;1013.4;0.4;0.9;5.7
03.06.25;08:00;17.7;12.5;---;---;17.2;20.6;132;7.4;16.7;18.5;0.0;0.0;0.0;0.0;3;3;7;6;1013.3;0.4;1.1;5.7
03.06.25;09:00;19.1;12.8;---;---;17.2;22.4;168;7.4;18.5;18.5;0.0;0.0;0.0;0.0;3;3;7;6;1012.9;0.4;1.2;5.6
03.06.25;10:00;19.9;12.6;---;---;17.2;23.4;180;9.3;20.4;20.4;0.0;0.0;0.0;0.0;3;3;7;6;1012.6;0.5;1.3;5.6
03.06.25;11:00;20.6;12.6;---;---;17.3;24.2;186;9.3;22.2;24.1;0.0;0.0;0.0;0.0;3;3;7;6;1012.1;0.5;1.4;5.6
03.06.25;12:00;21.2;12.5;---;---;17.3;24.6;186;9.3;24.1;25.9;0.0;0.0;0.0;0.0;3;3;7;6;1011.1;0.5;1.4;5.6
